,property_id,extra
976,Villa 9 Nelayan,05 (bunk bed)
977,Villa Arindra,4
978,Villa Asmara,
979,Omah Gerjen 29,1A
980,NDBV Lot 3,
981,Villa Mediapura,J
982,Kubu Nyang Nyang,2
983,Kubu Nyang Nyang,1
984,Villa Kama,2
985,Ndalem Panembahan,Whole Villa
986,Puri Kelapa,05
987,LJBB Bungalow,
988,Villa Nazeki,2
989,The Jepun,1
990,Villa Idaman,1
991,Summerhouse,
992,Puri Kelapa,B1 (twin)
993,LJBB,10 (Deluxe)
994,Kubu Nyang Nyang,1
995,Kubu Nyang Nyang,1
996,Dinar Hills,B (Standard)
997,Omah Lila,3BR
998,Bingin Surf Left,01
999,LJBB,05 (Nina)
1000,Villa Istana Willy,
1001,Kembang Kuning,08
1002,Villa Kanha,
1003,The Hideaway,2
1004,Villa Kama,1
1005,Villa Tortoise,Room 1
1006,LJBB Bungalow,
1007,Villa Tortoise,Entire Property
1008,Dinar Hills,B (Standard)
1009,8BR Kakol (the whole villa),
1010,Dinar Hills,B (Standard)
1011,Villa Loluan,2
1012,The Alchemist,Le Petit Prince
1013,LJBB Bungalow,
1014,LJBB Shaka,
1015,The Alchemist,Le Petit Prince
1016,NDBV Lot 3,
1017,Villa Zen,
1018,LJBB,01 (Shaka)
1019,Redsalt,Lumbung 2
1020,LJBB,22 (Cliff Top Lodge)
1021,LJBB,02 (Shaka)
1022,Puri Kelapa,08 (twin)
1023,Kakol Guesthouse,7
1024,Pramestha Resort Town,ZIzi
1025,Villa Bingin Luna,
1026,Bingin Surf Left,06
1027,Pondok Lulik,02
1028,Villa Bukit Surf,
1029,Bingin Surf Left,05
1030,Comeback,01 (Twin sekat)
1031,Kubu Nyang Nyang,1
1032,Padang Padang View,1
1033,Villa Zen,
1034,Kakol Guesthouse,8
1035,Puri Kelapa,07
1036,Pondok Lulik,05
1037,La Cabane,Lua (Deluxe)
1038,LJBB,01 (Shaka)
1039,Villa 9 Nelayan,04 (twin)
1040,Kubu Nyang Nyang,1
1041,The Alchemist,Le Petit Prince
1042,The Alchemist,Le Petit Prince
1043,The Gong,Double 9
1044,LJBB,03 (Nina)
1045,Gili Khumba Villas,1 (1br)
1046,The Gong,Double 9
1047,Tembi Rumah Budaya,Gandjuran
1048,Batu Jaran Hill,09
1049,The Alchemist,Le Petit Prince
1050,Villa Arindra,2
1051,Kutuh Manak,02
1052,LJBB,21 (Forest Lodge)
1053,Villa Kama,3
1054,LJBB,18 (Eco lake Lodge)
1055,Lebak Guesthouse,7
1056,Dinar Hills,B (Standard)
1057,Maha Ungasan,04 (Garden View)
1058,Roemah Boedi,Keputren 1
1059,Villa Papaya,
1060,The Gong,Double 5
1061,Batu Jaran Hill,08
1062,Padang Padang View,2
1063,Pramestha Resort Town,ZIzi
1064,Puri Kelapa,B2 (double)
1065,Villas Kemang Timur,5
1066,Siaga Raya 3 Villas,Unit N
1067,NDBV Lot 6,
1068,Maha Ungasan,3 (Garden View)
1069,Villa Ayunan,
1070,Kubu N2,2
1071,Villa Savasana,
1072,Villa Kama,3
1073,Rama Village,SATRUGNA 2
1074,Villa Arindra,
1075,Dinar Hills B,Standard
1076,Villa Idaman,2
1077,Vivo Villas B Unit,
1078,Vivo Villas B Unit,
1079,Come Back,10
1080,Rama Village,BARATA 1
1081,Villa Idaman,1
1082,Maha Ungasan,5 (Garden View)
1083,Villa Bulan,
1084,Villa Idaman,1
1085,Puri Kelapa A1 (Twin),
1086,Puri Kelapa A1 (Twin),
1087,Puri Kelapa,
1088,Villa Malindo,
1089,The Pakis Hostel,
1090,Kembang Kuning,
1091,Villa Tortoise,
1092,Dinar Hills B,Standard
1093,Maha Ungasan,5 (Garden View)
1094,Batu Jaran Hill,3
1095,Rama Village,BARATA 2
1096,Kubu N2,2
1097,Padang,Padang View-2
1098,Lebak,3
1099,NDBV Lot 6,
1100,Villa Tortoise,
1101,D'Padang,8
1102,Villa Cahaya,
1103,Kubu N2,2
1104,Kubu N2,2
1105,D'Padang,10
1106,Villa Mandalay,
1107,Villa Kura Kura,
1108,Villa Kura Kura,
1109,Villa Cahaya,
1110,Sunset Condotel Kuta,
1111,Kembang Kuning,
1112,Puri Kelapa,
1113,Villa Kama,2
1114,Villa Idaman,1
1115,Villa Indigo,
1116,Puri Kelapa D2 (Double),
1117,Vivo Villas B Unit,
1118,Puri Kelapa B1 (Twin),
1119,NDBV Lot 3,
1120,Padang,Padang View-4
1121,Padang,Padang View-3
1122,Pondok Lulik,7
1123,Villa Megalan,1
1124,Sunset Condotel Kuta,
1125,Puri Kelapa B2( Double),
1126,Villa Bulan,
1127,Villa Indigo,
1128,Tirtha Canggu Suites,
1129,Bingin Jepun,
1130,Villa Be Home,
1131,Villa Papaya,
1132,Kutuh Manak,2
1133,Kutuh Manak,1
1134,Bagong Guest House,2
1135,Bagong Guest House,1
1136,Puri Kelapa,
1137,Kubu N2,2
1138,Villa Bagus,
1139,Kakol Homestay,1
1140,Villa Purnama,
1141,Bingin Surf Left,
1142,Lebak,4
1143,Lebak,3
1144,D'Padang,4
1145,Maha Ungasan,5 (Garden View)
1146,Villa Bagus,
1147,Villa Matahari,
1148,Batu Jaran Hill,2
1149,Villa Bulan,
1150,Villa Toya,
1151,Bingin Jepun,
1152,Kubu N2,1
1153,The Jepun,3
1154,The Jepun,3
1155,Batu Jaran Hill,2
1156,Villa Idaman,1
1157,Villa Idaman,2
1158,Villa Toya,
1159,Villa Toya,
1160,Villa Toya,
1161,Maha Ungasan,5 (Garden View)
1162,Padang,Padang View-3
1163,Bingin Surf Left,
1164,Jepun Sari,91 (Double)
1165,Kubu N2,2
1166,Villa Singa,6br
1167,Maha Ungasan,5 (Garden View)
1168,Maha Ungasan,3 (Garden View)
1169,D'Padang,8
1170,Rama Village,BARATA 1
1171,Maha Ungasan,6 (Garden View)
1172,Villa Bagus,
1173,Padang,Padang View-2
1174,Puri Kelapa,
1175,Wira Homestay,4
1176,Wira Homestay,2
1177,Padang,Padang View-3
1178,Villa Kama,2
1179,Villa Purnama,
1180,Kembang Kuning,
1181,Bingin Jepun,
1182,Padang,Padang View-3
1183,Kutuh Manak,6
1184,Sunset Condotel Kuta,
1185,Padang,Padang View-1
1186,Maha Ungasan,6 (Garden View)
1187,Sunset Condotel Kuta,
1188,Bingin Surf Left,
1189,Villa Arindra,2 bedrooms
1190,Villa Kama,2
1191,Kubu N2,1
1192,Batu Jaran Hill,2
1193,Puri Kelapa B2( Double),
1194,Come Back,6
1195,Bingin Surf Left,
1196,D'Padang,1
1197,Villa Mandalay,
1198,Padang,Padang View-4
1199,Villa Bagus,
1200,D'Padang,2
1201,Villa Idaman,2
1202,Kembang Kuning,
1203,Kembang Kuning,
1204,D'Padang,5
1205,Bingin Surf Left,
1206,Villa Idaman,1
1207,Villa Idaman,2
1208,Kembang Kuning,
1209,Maha Ungasan,4 (Garden View)
1210,Villa Arindra,
1211,Villa Anak,
1212,Puri Kelapa,9 (Double)
1213,NDBV Lot 6,
1214,Balangan Cottages,
1215,Villa Loluan,2
1216,Villa Toya,
1217,Kubu N2,2
1218,Red Salt,
1219,Villa Idaman,1
1220,Redsalt,
1221,The Jepun,1
1222,D'Padang,1
1223,Kubu N2,2
1224,Bingin Surf Left,
1225,Batu Jaran Hill,10
1226,Bingin Surf Left,
1227,Kubu N2,2
1228,D'Padang,10
1229,Villa Idaman,1
1230,Puri Kelapa,Twin
1231,NDBV Lot 3,
1232,Batu Jaran Hill,1
1233,Batu Jaran Hill,1
1234,NDBV Lot 3,
1235,Come Back,2
1236,D'Padang,2
1237,Kubu N2,1
1238,The Jepun,1
1239,Villa Loluan,
1240,Villa Asmara,
1241,Batu Jaran Hill,1
1242,Kubu N2,1
1243,Batu Jaran Hill,1
1244,Villa Idaman,1
1245,Kubu N2,2
1246,Villa Kama,1
1247,Taman Bintang,Concrete Twn (Condong)
1248,Kubu N2,2
1249,Puri Kelapa,A1 (twin)
1250,Kubu N2,1
1251,Kutuh Manak,1
1252,Rama Village,
1253,Villa Cerita Indah,
1254,Villa Cahaya,
1255,Villa Bulan,
1256,Villa Bingin Luna,
1257,Villa Arindra,
1258,Puri Kelapa,2 (Double)
1259,Batu Jaran Hill,1
1260,Kutuh Manak,1
1261,Villa Asmara,
1262,Bingin Surf Left,
1263,Villa Bingin Luna,
1264,Villa Kura Kura,
1265,Villa Papaya,
1266,Puri Kelapa,5 (double)
1267,Villa Ayunan,
1268,Kubu N2,1
1269,Jepun Sari,94 (Double)
1270,Jepun Sari,95 (Double)
1271,Villa Zen,
1272,Surf Lodge,R
1273,Buana,104
1274,Villa Arindra,
1275,Buana,103
1276,Buana,202
1277,Batu Jaran Hill,1
1278,Villa Cahaya,
1279,The Jepun,1
1280,Bingin Surf Left,
1281,Bingin Surf Left,
1282,Bingin Surf Left,
1283,Bingin Surf Left,
1284,Villa Kama,4
1285,Batu Jaran Hill,1
1286,Puri Kelapa,2 (Double)
1287,Puri Kelapa,2 (Double)
1288,Bingin Surf Left,
1289,Lebak,
1290,9 Nelayan,Water Cabin
1291,Villa Bulan,
1292,Villa Arindra,
1293,Puri Kelapa,2 (Double)
1294,9 Nelayan,Earth Cabin
1295,D' Padang,Rooms
1296,D' Padang,Rooms
1297,Wabisabi,Entire House
1298,Kubu Nyang Nyang,2
1299,Bale Tudor,Cassandra 1
1300,Watusaman Fullhouse,
1301,Villa Tortoise,Room 1
1302,De Kutuh Villa,
1303,Me Villa,A ( 2BR )
1304,Kakol Guesthouse,3
1305,Comeback,07 (Double)
1306,Comeback,07 (Double)
1307,Kembang Kuning,02
1308,Puri Kelapa,01 (twin)
1309,Taman Bintang,
1310,Balangan Cottages,Bungalow 2
1311,The Jepun,3
1312,LJBB Bungalow,
1313,NDBV Lot 3,
1314,Villa Mediapura,J
1315,The Jepun,3
1316,The Jepun,3
1317,Kubu Pande Homestay,Double 1
1318,Villa Megalan,1
1319,The Gong,5BR
1320,Villa Bening,
1321,Batu Jaran Hill,03
1322,Batu Jaran Hill,02
1323,Yoga Searcher,3
1324,LJBB Bungalow,
1325,Villa Tortoise,Room 1
1326,Omah Gerjen 3A & 3B,
1327,Tirtha Canggu Suites,10
1328,Batu Jaran Hill,06
1329,Buana,208
1330,Double D,1
1331,Tirtha Canggu Suites,06
1332,JogjaDreams Family Villa,
1333,The Gong,216 (Double)
1334,The Gong,216 (Double)
1335,Comeback,01 (Twin sekat)
1336,Lebak Guesthouse,1
1337,Villa Loluan,2
1338,Raka & Rai Guesthouse,1
1339,Raka & Rai Guesthouse,1
1340,Villa AKL,Langit 2
1341,The Alchemist,Le Petit Prince
1342,The Alchemist,Family Bungalow
1343,Kembang Kuning,10
1344,Omah Lila,3BR
1345,Puri Kelapa,05
1346,The Gong,214 (Double)
1347,Wabisabi,4 (double)
1348,The Jepun,3
1349,Wabisabi,Entire House
1350,Hyarta Residence,D10
1351,Kembang Kuning,09
1352,Omah Gerjen 29,3A
1353,Puri Kelapa,E (double)
1354,Moyo & Son Surf Stay,102-Double
1355,LJBB Bungalow,
1356,Puri Kelapa,11 (twin)
1357,Puri Kelapa,08 (twin)
1358,NDBV Lot 3,
1359,2BR Raka & Rai Guesthouse,
1360,The Jepun,2
1361,The Jepun,3
1362,Puri Kelapa,A2 (double)
1363,Pondok Lulik,14
1364,Villa Mediapura,F
1365,Bale Tudor,Cassandra 1
1366,Yoga Searcher,3
1367,Puri Kelapa,B2 (double)
1368,Puri Kelapa,C2 (twin)
1369,Sannyas,4 (Double + Bath)
1370,Tirtha Canggu Suites,08
1371,Villa Akilea,2
1372,Kampung Jimba,Padang Padang A
1373,Buana,208
1374,Raka & Rai Guesthouse,5
1375,Padang Padang View,1
1376,Uluwatu Village House,Bungalow 4
1377,LaJoya1 Standard Bungalow,
1378,Batu Jaran Hill,10
1379,Griya Wirosaban,
1380,The Alchemist,Blanche Niege
1381,Me Villa,C ( 1BR )
1382,Comeback,01 (Twin sekat)
1383,Rama Village,
1384,Melin Inn,3 ( Family )
1385,Villa Bingin Luna,
1386,Rama Village,
1387,Le Yanandra,2
1388,Tirtha Canggu Suites,04
1389,Kubu Nyang Nyang,3
1390,Puri Kelapa,E (double)
1391,The Gong,214 (Double)
1392,Puri Kelapa,D2 (double)
1393,Bingin Ombak Apartment,1 Lantai 1
1394,Puri Kelapa,Family 1
1395,Bingin Surf Left,05
1396,Batu Jaran Hill,06
1397,Puri Kelapa,C1 (double)
1398,Puri Kelapa,B2 (double)
1399,Wabisabi,1 (double)
1400,Villa Papaya,
1401,Bobby's Guesthouse,4 twin (The Peak)
1402,Dinar Hills,B (Standard)
1403,Kampung Jimba,Nias B
1404,Kakol Guesthouse,7
1405,Kubu Nyang Nyang,5
1406,The Alchemist,Family Bungalow
1407,Kubu Nyang Nyang,4
1408,Batu Jaran Hill,09
1409,Kubu Nyang Nyang,4
1410,Kubu Nyang Nyang,4
1411,Kubu Nyang Nyang,4
1412,Kubu Nyang Nyang,4
1413,Kubu Nyang Nyang,4
1414,Kubu Nyang Nyang,4
1415,Kubu Nyang Nyang,4
1416,Villa Mediapura,J
1417,Villa Shiva,Bali
1418,Uluwatu Village House,Bungalow 5
1419,Puri Sabina,02 (standard)
1420,Raka & Rai Guesthouse,6
1421,Kakol Guesthouse,8
1422,The Landmark 29,02
1423,Villa Kama,2
1424,The Gong,105 (Twin)
1425,Raka & Rai Guesthouse,6
1426,Villa Bingin Luna,
1427,Moyo & Son Surf Stay,102-Double
1428,The Gong,105 (Twin)
1429,D'Padang,10
1430,Pondok Ijo,Villa Bougenvile
1431,The Jepun,1
1432,Ndalem Panembahan,4
1433,Kampung Jimba,Padang Padang A
1434,Puri Kelapa,E (double)
1435,The Alchemist,Family Bungalow
1436,Villa Rama,
1437,Me Villa,A ( 2BR )
1438,Dhuna Guesthouse,1
1439,Uluwatu Cottages,11 (Double)
1440,Puri Kelapa,E (double)
1441,Raka & Rai Guesthouse,3
1442,Pondok Lulik,18 (bunk bed)
1443,NDBV Lot 3,
1444,Villa Bingin Luna,
1445,The Gong,222 (Double)
1446,Kampung Jimba,Nias B
1447,Puri Kelapa,11 (twin)
1448,Teges Asri,5
1449,Villa Idaman,Whole Villa
1450,Pendopo 26 ( Whole Villa ),
1451,Batu Jaran Hill,02
1452,De Kutuh Villa,
1453,Kakol Guesthouse,8
1454,Sanata Yoga Guesthouse,3
1455,Villa Merdu,
1456,Me Villa,A ( 2BR )
1457,Villa Megalan,1
1458,The Alchemist,Le Petit Prince
1459,Buana,207
1460,Padang Padang View,3
1461,Villa Hali Bali,Entire Villa
1462,Villa Bening,
1463,Kubu Nyang Nyang,5
1464,Me Villa,E ( 1BR )
1465,Villa Tortoise,Room 1
1466,Sannyas,4 (Double + Bath)
1467,Sannyas,4 (Double + Bath)
1468,Villa Arindra,1
1469,Kubu Nyang Nyang,3
1470,Dinar Hills,C (Standard)
1471,The Gong,218 (Double)
1472,Puri Kelapa,D1 (twin)
1473,The Gong,215 (Double)
1474,Teges Asri,5
1475,Bingin Surf Left,Room 1A
1476,Lebak Guesthouse,5
1477,Tirtha Canggu Suites,03
1478,Dinar Hills,B (Standard)
1479,Bobby's Guesthouse,5 (Family) 2nd listing
1480,Puri Pandawa,Deluxe 1
1481,Dinar Hills,A (Suite)
1482,Villa Arindra,3
1483,Villa Shanti 3BR,
1484,Villa Shanti 2BR,
1485,Batu Jaran Hill,04
1486,The Jepun,1
1487,Bingin Ombak Apartment,1 Lantai 1
1488,Puri Kelapa,02
1489,The Gong,222 (Double)
1490,Puri Kelapa,02
1491,The Gong,105 (Twin)
1492,Puri Kelapa,C2 (twin)
1493,Uluwatu Village House,Bungalow 4
1494,Puri Kelapa,10
1495,The Gong,215 (Double)
1496,Wabisabi,Entire House
1497,Lorong Homestay,Omah Mburi
1498,Lorong Homestay,Omah Mburi
1499,Kakol Guesthouse,5
1500,Bale Tudor,Cassandra 1
1501,The Gong,221 (Double)
1502,Villa Mediapura,J
1503,Kusuma GH,DOUBLE
1504,Sannyas,4 (Double + Bath)
1505,Raka & Rai Guesthouse,3
1506,Villa Hali Bali,Entire Villa
1507,Kubu Nyang Nyang,3
1508,Villa Kama,4
1509,Raka & Rai Guesthouse,6
1510,Kubu Nyang Nyang,1
1511,Villa Arindra,3
1512,Puri Kelapa,05
1513,Puri Kelapa,B2 (double)
1514,Puri Kelapa,E (double)
1515,Puri Kelapa,A2 (double)
1516,The Gong,216 (Double)
1517,Kubu Nyang Nyang,2
1518,Puri Kelapa,Family 1
1519,Puri Kelapa,B1 (twin)
1520,Padang Padang View,3
1521,D'Padang Wood Bungalow,3
1522,Kubu Nyang Nyang,2
1523,Puri Kelapa,Family 1
1524,Puri Kelapa,D1 (twin)
1525,Kubu Nyang Nyang,2
1526,The Gong,219 (Double)
1527,Batu Jaran Hill,09
1528,Kubu Nyang Nyang,2
1529,Puri Kelapa,B1 (twin)
1530,Villa Cerita Indah,
1531,Puri Sabina,02 (standard)
1532,Villa Tortoise,Room 2
1533,Kembang Kuning,07
1534,Batu Jaran Hill,07
1535,The Gong,222 (Double)
1536,Kembang Kuning,02
1537,The Jepun,3
1538,Griya Asih,3 ( Double )
1539,Lebak Residence,Suite 2
1540,Bobby's Guesthouse,5 (Family) 2nd listing
1541,Moyo & Son Surf Stay,109-Dorm 1
1542,Uluwatu Village House,Bungalow 5
1543,Puri Kelapa,01 (twin)
1544,Tirtha Canggu Suites,11
1545,The Landmark 29,02
1546,Me Villa,D ( 1BR )
1547,Puri Kelapa,C1 (double)
1548,Tirtha Canggu Suites,04
1549,Kubu Nyang Nyang,3
1550,LJBB Bungalow,
1551,LJBB Bungalow,
1552,Tirtha Canggu Suites,04
1553,Kutuh Manak,07
1554,Raka & Rai Guesthouse,3
1555,Kubu Pande Homestay,Double 2
1556,Raka & Rai Guesthouse,2
1557,Tirtha Canggu Suites,10
1558,Le Yanandra,1
1559,Kusuma GH,FAMILY
1560,Kakol Guesthouse,3
1561,Teges Asri,7 (studio)
1562,Bingin Ombak Standard,2
1563,Puri Kelapa,B1 (twin)
1564,Villa The Cantri,3BR Hook
1565,Batu Jaran Hill,03
1566,Villa Cahaya,
1567,Villa Arindra,2
1568,Batu Jaran Hill,04
1569,Tirtha Canggu Suites,07
1570,Villa Purnama,
1571,De Kutuh Villa,
1572,Kakol Guesthouse,2
1573,Tirtha Canggu Suites,04
1574,Kubu Pande Homestay,Double 1
1575,Villa Tortoise,
1576,Villa Arindra,1
1577,Kembang Kuning,06
1578,Kembang Kuning,06
1579,Puri Kelapa,10
1580,Uluwatu Village House,Bungalow 4
1581,Uluwatu Village House,Bungalow 5
1582,8BR Kakol (the whole villa),
1583,D'Padang,08
1584,Bale Tudor,Cassandra 1
1585,Comeback,02 (Double)
1586,Kusuma GH,Family
1587,Comeback,01 (Twin sekat)
1588,Lebak Guesthouse,6
1589,De Kutuh Villa,
1590,Kampung Jimba,Padang Padang A
1591,Moyo & Son Surf Stay,101-Twin
1592,Puri Kelapa,11 (twin)
1593,Dinar Hills,B (Standard)
1594,Kubu Nyang Nyang,1
1595,Melin Inn,3 ( Family )
1596,Puri Kelapa,03 (twin)
1597,Batu Jaran Hill,06
1598,Raka & Rai Guesthouse,4
1599,Kutuh Manak,01
1600,Kubu Pande Homestay,Double 5
1601,Kampung Jimba,Padang Padang B
1602,Kubu Pande Homestay,Double 5
1603,The Gong,217 (Double)
1604,Puri Sabina,02 (standard)
1605,Uluwatu Village House,Bungalow 4
1606,Uluwatu Village House,Bungalow 5
1607,Bingin Ombak Standard,3
1608,Puri Kelapa,12
1609,The Alchemist,Le Petit Prince
1610,The Alchemist,Romeo
1611,La Cabane,Family Paz
1612,Taman Bintang,
1613,Taman Bintang,
1614,Uluwatu Village House,2BR
1615,Batu Jaran Hill,03
1616,Villa Kanha,
1617,Puri Sabina,02 (standard)
1618,2BR,Villa Istana Willy
1619,Batu Jaran Hill,06
1620,Villa Arindra,3
1621,Padang Padang View,1
1622,Villa Kama,3
1623,Villa Kanha,
1624,Double D,1
1625,Kubu Pande Homestay,Double 5
1626,Kembang Kuning,10
1627,Kakol Guesthouse,5
1628,The Jepun,3
1629,Tirtha Canggu Suites,09
1630,Batu Jaran Hill,02
1631,Puri Kelapa,07
1632,Rumah Teteh,
1633,The Alchemist,Blanche Niege
1634,Villa Arindra,4
1635,Griya Wirosaban,
1636,The Gong,220 (Double)
1637,Rumah Teteh,
1638,Bingin Surf Left,05
1639,Villa Idaman,1
1640,Villa Megalan,2
1641,Uluwatu Village House,Bungalow 4
1642,Puri Kelapa,01 (twin)
1643,Puri Kelapa,C2 (twin)
1644,Uluwatu Village House,Bungalow 4
1645,La Cabane Std,
1646,Comeback,03 (Twin sekat)
1647,Tirtha Canggu Suites,01
1648,Villa Megalan,1
1649,The Landmark 29,02
1650,The Gong,102 (Twin)
1651,Puri Kelapa,D2 (double)
1652,The Paving,Deluxe 3
1653,Puri Kelapa,D2 (double)
1654,The Gong,215 (Double)
1655,Raka & Rai Guesthouse,1
1656,Comeback,02 (Double)
1657,Me Villa,D ( 1BR )
1658,Me Villa,C ( 1BR )
1659,Me Villa,A ( 2BR )
1660,Kusuma GH,DOUBLE
1661,LJBB Bungalow,
1662,Batu Jaran Hill,02
1663,Kembang Kuning,10
1664,Tirtha Canggu Suites,06
1665,Kubu Pande Homestay,Double 5
1666,Kubu Pande Homestay,Double 5
1667,Kubu Nyang Nyang,3
1668,Shankara,Bungalow 1
1669,Pondok Lulik,09
1670,Shankara,Bungalow 1
1671,The Jarrdin 2BR,C228-Rahmat
1672,NDBV Lot 6,
1673,The Alchemist,Family Bungalow
1674,Kubu Nyang Nyang,5
1675,Villa Merdu 2nd listing,
1676,NDBV Lot 3,
1677,Bale Tudor,Cassandra 1
1678,Villa Tortoise,Room 2 2nd listing
1679,Me Villa,A ( 2BR )
1680,LJBB Shaka,
1681,Bale Tudor,Cassandra 2
1682,Villa Arindra,3
1683,The Jepun,1
1684,Teges Asri,1
1685,Villa Purnama 2nd listing,
1686,Pondok Lulik,Wooden
1687,Puri Kelapa,05
1688,Uluwatu Village House,2
1689,Uluwatu Village House,Bungalow 1
1690,Dinar Hills,B (Standard)
1691,Puri Kelapa,10
1692,Raka & Rai Guesthouse,5
1693,The Gong,214 (Double)
1694,Pondok Lulik,15
1695,Batu Jaran Hill,06
1696,Uluwatu Village House,Bungalow 1
1697,Bingin Surf Left,07
1698,Kampung Jimba,Ulu A
1699,Tirtha Canggu Suites,03
1700,Puri Kelapa,E (double)
1701,Kakol Guesthouse,2
1702,JogjaDreams Family Villa,
1703,Omah Ucok,Family Wood
1704,Pondok Lulik,Wooden
1705,Puri Kelapa,D2 (double)
1706,Villa Mediapura,E
1707,Me Villa,C ( 1BR )
1708,Me Villa,C ( 1BR )
1709,LJBB Bungalow,
1710,Bingin Surf Left,06
1711,Raka & Rai Guesthouse,1
1712,Me Villa,C ( 1BR )
1713,Villa Megalan,2
1714,Taman Bintang,
1715,Kusuma GH,FAMILY
1716,Villa Tortoise,Room 1
1717,Batu Jaran Hill,02
1718,Comeback,10 (Twin sekat)
1719,Villa Purnama,
1720,LJBB Bungalow,
1721,LJBB Shaka,
1722,The Gong,220 (Double)
1723,Villa Rama,
1724,Omah Lila,3BR
1725,Yoga Searcher,3
1726,Puri Sabina,06 (Deluxe Pool View)
1727,Puri Kelapa,08 (twin)
1728,Kubu Nyang Nyang,5
1729,Sannyas,4 (Double + Bath)
1730,Batu Jaran Hill,04
1731,Puri Kelapa,03 (twin)
1732,LJBB Bungalow,
1733,Yoga Searcher,3
1734,Batu Jaran Hill,03
1735,The Gong,217 (Double)
1736,The Gong,216 (Double)
1737,Puri Kelapa,D2 (double)
1738,Dago Village,Bu Fenti-SkyFall Villa 2nd listing
1739,Villa Mediapura,J
1740,Bale Tudor,James 1
1741,Bale Tudor,Russel 1
1742,Bale Tudor,Cassandra 1
1743,Wabisabi,Entire House
1744,The Gong,219 (Double)
1745,Wabisabi,1 (double)
1746,Wabisabi,4 (double)
1747,Balangan Cottages,Bungalow 1
1748,The Gong,216 (Double)
1749,Kubu Nyang Nyang,3
1750,LJBB Bungalow,
1751,Bingin Ombak Standard,2
1752,8BR Kakol (the whole villa),
1753,LJBB Bungalow,
1754,Batu Jaran Hill,06
1755,Bingin Surf Left,03
1756,The Gong,214 (Double)
1757,Bobby's Guesthouse,All rooms
1758,Batu Jaran Hill,02
1759,Batu Jaran Hill,04
1760,Villa Purnama,
1761,Yoga Searcher,2
1762,Batu Jaran Hill,03
1763,Moyo & Son Surf Stay,102-Double
1764,Batu Jaran Hill,08
1765,Sannyas,4 (Double + Bath)
1766,Villa Arindra,3
1767,Teges Asri,1
1768,Moyo & Son Surf Stay,101-Twin
1769,Bale Tudor,Cassandra 1
1770,Dinar Hills,D (Suite)
1771,Taman Bintang,
1772,The Gong,220 (Double)
1773,Villa Shiva,Bali
1774,Me Villa,B ( 1BR )
1775,Bingin Surf Left,07
1776,Villa Papaya,
1777,Villa Toya,
1778,Raka & Rai Guesthouse,6
1779,Sannyas,4 (Double + Bath)
1780,The Hideaway,2
1781,Griya Wirosaban,
1782,Wabisabi,1 (double)
1783,LJBB Nina,
1784,Pondok Lulik,Wooden
1785,The Paving,Deluxe 3
1786,Kembang Kuning,09
1787,Wabisabi,1 (double)
1788,Wabisabi,3 (twin)
1789,Bingin Ombak Standard,3
1790,Me Villa,D ( 1BR )
1791,Omah Lila,3BR
1792,Kembang Kuning,02
1793,The Gong,214 (Double)
1794,Wabisabi,2 (double)
1795,Kubu Nyang Nyang,1
1796,808 Residence,Rose
1797,Puri Kelapa,C1 (double)
1798,Kakol Guesthouse,8
1799,Melin Inn,2A
1800,Puri Kelapa,11 (twin)
1801,Puri Kelapa,08 (twin)
1802,Raka & Rai Guesthouse,3
1803,Puri Kelapa,07
1804,Pondok Ijo,Villa Bougenvile
1805,Uluwatu Village House,Bungalow 4
1806,Teges Asri,2
1807,The Paving,Deluxe Double 2
1808,Bingin Surf Left,01
1809,Bingin Surf Left,01
1810,Uluwatu Village House,2
1811,Bobby's Guesthouse,5 (Family) 2nd listing
1812,Puri Kelapa,B2 (double)
1813,Kakol Guesthouse,5
1814,The Gong,101 (Twin)
1815,Padang Padang View,3
1816,Batu Jaran Hill,03
1817,The Gong,3BR
1818,The Gong,220 (Double)
1819,Villa Papaya,
1820,Batu Jaran Hill,02
1821,Kutuh Manak,09
1822,Batu Jaran Hill,10
1823,Villa Tortoise,Room 1
1824,Me Villa,E ( 1BR )
1825,Villa Arindra,3
1826,Sannyas,4 (Double + Bath)
1827,Villa Hali Bali,Entire Villa
1828,Bale Tudor,Cassandra 2
1829,Taman Asih,Deluxe Double 18
1830,Me Villa,E ( 1BR )
1831,Comeback,01 (Twin sekat)
1832,Comeback,02 (Double)
1833,Me Villa,A ( 2BR )
1834,The Paving,Deluxe Double 2
1835,Wabisabi,4 (double)
1836,Wabisabi,4 (double)
1837,Rumah Kemang 50,
1838,Wabisabi,4 (double)
1839,Wabisabi,2 (double)
1840,NDBV Lot 3,
1841,Villa Kama,4
1842,Raka & Rai Guesthouse,2
1843,Padang Padang View,1
1844,Comeback,02 (Double)
1845,The Gong,224 (Double Ocean View)
1846,The Gong,215 (Double)
1847,Moyo & Son Surf Stay,102-Double
1848,NDBV Lot 3,
1849,Dinar Hills,B (Standard)
1850,Wabisabi,4 (double)
1851,The Alchemist,Blanche Niege
1852,NDBV Lot 6,
1853,Batu Jaran Hill,07
1854,Villa Kura Kura,
1855,Omah Lila,3BR
1856,Villa Idaman,1
1857,Raka & Rai Guesthouse,5
1858,Kubu Nyang Nyang,2
1859,Raka & Rai Guesthouse,5
1860,The Gong,219 (Double)
1861,Pondok Lulik,Wooden
1862,Villa Mediapura,J
1863,Rama Village,
